<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Ghiam.AGRI&Husb,20200413,22987.00,22987.00,22300.00,22510.00,49947566507,2218884,1621,D,23252.00,22378.00
Ghiam.AGRI&Husb,20200412,23550.00,23897.00,22700.00,23252.00,66399345097,2855582,2029,D,23257.00,22971.00
Ghiam.AGRI&Husb,20200411,22350.00,24000.00,22350.00,23257.00,56429090879,2426291,2163,D,23394.00,22953.00
Ghiam.AGRI&Husb,20200408,23930.00,23930.00,22901.00,23394.00,67003975442,2864188,2316,D,22797.00,23000.00
Ghiam.AGRI&Husb,20200407,21201.00,22876.00,21201.00,22797.00,53228722532,2334862,1085,D,21787.00,22876.00
Ghiam.AGRI&Husb,20200406,22101.00,23600.00,21299.00,21787.00,45629098940,2096063,2040,D,22419.00,21920.00
Ghiam.AGRI&Husb,20200405,23600.00,23600.00,22101.00,22419.00,60694806505,2707350,2571,D,23210.00,22300.00
Ghiam.AGRI&Husb,20200404,24119.00,24119.00,22557.00,23210.00,86064095427,3708068,3010,D,23196.00,22909.00
Ghiam.AGRI&Husb,20200330,23132.00,23710.00,23132.00,23196.00,105498670966,4548064,3146,D,24349.00,23410.00
Ghiam.AGRI&Husb,20200329,24900.00,25100.00,23343.00,24349.00,75019610711,3081074,3044,D,24221.00,23450.00
Ghiam.AGRI&Husb,20200328,24400.00,24409.00,23000.00,24221.00,52217401135,2155864,2188,D,23247.00,24409.00
Ghiam.AGRI&Husb,20200325,23472.00,23472.00,22570.00,23247.00,44424613290,1894381,1326,D,22355.00,23472.00
Ghiam.AGRI&Husb,20200324,22560.00,22570.00,21900.00,22355.00,53679638753,2401273,1918,D,21496.00,22570.00
Ghiam.AGRI&Husb,20200318,21100.00,21564.00,20980.00,21496.00,84418154434,3927166,2293,D,20538.00,21564.00
Ghiam.AGRI&Husb,20200317,20800.00,21840.00,19760.00,20538.00,77758502041,3786100,2563,D,18238.00,20979.00
Ghiam.AGRI&Husb,20200309,36502.00,36999.00,34715.00,35475.00,206394552714,5818048,5114,D,36542.00,36500.00
Ghiam.AGRI&Husb,20200307,37999.00,38000.00,35100.00,36542.00,152610256157,4176277,3909,D,36774.00,35399.00
Ghiam.AGRI&Husb,20200304,36774.00,36774.00,36744.00,36774.00,103520701864,2815076,1550,D,35023.00,36774.00
Ghiam.AGRI&Husb,20200303,35023.00,35023.00,35023.00,35023.00,102472114596,2925852,1509,D,33356.00,35023.00
Ghiam.AGRI&Husb,20200302,33356.00,33356.00,33038.00,33356.00,143188230657,4292778,1524,D,31768.00,33356.00
Ghiam.AGRI&Husb,20200301,31768.00,31768.00,31624.00,31768.00,180919112180,5695043,2369,D,30256.00,31768.00
Ghiam.AGRI&Husb,20200229,29000.00,30528.00,29000.00,30256.00,112873483664,3730640,1856,D,29075.00,30528.00
Ghiam.AGRI&Husb,20200226,30558.00,30558.00,28102.00,29075.00,70725943237,2432521,1822,D,29457.00,28749.00
Ghiam.AGRI&Husb,20200225,30000.00,30000.00,29009.00,29457.00,74702091666,2535939,1597,D,29223.00,29380.00
Ghiam.AGRI&Husb,20200224,30498.00,30498.00,28660.00,29223.00,55087026493,1885052,1422,D,29826.00,29400.00
Ghiam.AGRI&Husb,20200223,29995.00,30105.00,29005.00,29826.00,55171309597,1849764,1289,D,28672.00,29930.00
Ghiam.AGRI&Husb,20200222,28086.00,30000.00,28086.00,28672.00,53780607661,1875748,1328,D,29564.00,28990.00
Ghiam.AGRI&Husb,20200219,28600.00,30237.00,28600.00,29564.00,38621468771,1306359,1294,D,29635.00,29600.00
Ghiam.AGRI&Husb,20200218,29700.00,31000.00,29549.00,29635.00,57883422254,1953182,1414,D,31104.00,29549.00
Ghiam.AGRI&Husb,20200217,33490.00,33490.00,30329.00,31104.00,60506638547,1945286,1829,D,31925.00,30780.00
Ghiam.AGRI&Husb,20200216,31978.00,32009.00,31002.00,31925.00,70227447868,2199769,1331,D,30485.00,32009.00
Ghiam.AGRI&Husb,20200215,30616.00,30616.00,29700.00,30485.00,97552558753,3200060,2183,D,29159.00,30616.00
Ghiam.AGRI&Husb,20200212,28600.00,29170.00,28600.00,29159.00,82824557041,2840443,1747,D,27781.00,29170.00
Ghiam.AGRI&Husb,20200210,27200.00,28530.00,26855.00,27781.00,49166896274,1769781,999,D,28256.00,28000.00
Ghiam.AGRI&Husb,20200209,29200.00,29200.00,27760.00,28256.00,35577231948,1259116,926,D,29221.00,27906.00
Ghiam.AGRI&Husb,20200208,30030.00,30030.00,27800.00,29221.00,39385151331,1347818,1008,D,28607.00,28779.00
Ghiam.AGRI&Husb,20200205,28900.00,29551.00,27700.00,28607.00,36907041181,1290132,1060,D,28234.00,29445.00
Ghiam.AGRI&Husb,20200204,29000.00,29880.00,27369.00,28234.00,69387131828,2457573,1750,D,28705.00,27680.00
Ghiam.AGRI&Husb,20200203,28705.00,28705.00,28705.00,28705.00,40873881945,1423929,691,D,27339.00,28705.00
Ghiam.AGRI&Husb,20200202,27358.00,27369.00,27002.00,27339.00,47532984846,1738670,1023,D,26066.00,27369.00
Ghiam.AGRI&Husb,20200201,24700.00,26163.00,24700.00,26066.00,74242478926,2848288,1386,D,24918.00,26163.00
Ghiam.AGRI&Husb,20200128,25596.00,25596.00,24501.00,24918.00,31739989417,1273770,1123,D,25137.00,24670.00
Ghiam.AGRI&Husb,20200127,25648.00,25648.00,24400.00,25137.00,22305031569,887349,691,D,25648.00,25004.00
Ghiam.AGRI&Husb,20200126,25290.00,25879.00,24721.00,25648.00,54209736881,2113598,1268,D,24647.00,25327.00
Ghiam.AGRI&Husb,20200125,24950.00,24960.00,24360.00,24647.00,38829139806,1575380,1281,D,24290.00,24930.00
Ghiam.AGRI&Husb,20200122,24597.00,24618.00,23990.00,24290.00,17835527211,734267,645,D,24249.00,24292.00
Ghiam.AGRI&Husb,20200121,24690.00,24690.00,23600.00,24249.00,22202389810,915587,756,D,23539.00,24129.00
Ghiam.AGRI&Husb,20200120,23450.00,23663.00,23000.00,23539.00,29874941879,1269180,850,D,22537.00,23663.00
Ghiam.AGRI&Husb,20200119,22800.00,23098.00,21860.00,22537.00,33547458327,1488583,896,D,22727.00,22917.00
Ghiam.AGRI&Husb,20200118,22222.00,23199.00,22222.00,22727.00,22410032405,986058,831,D,22260.00,22516.00
Ghiam.AGRI&Husb,20200115,22400.00,22800.00,21771.00,22260.00,21305065813,957117,681,D,22523.00,22272.00
Ghiam.AGRI&Husb,20200114,23899.00,23899.00,21664.00,22523.00,35570969165,1579294,956,D,22804.00,22400.00
Ghiam.AGRI&Husb,20200113,22804.00,22804.00,22740.00,22804.00,28575721469,1253108,445,D,21719.00,22804.00
Ghiam.AGRI&Husb,20200112,21719.00,21719.00,21719.00,21719.00,10851941788,499652,108,D,20685.00,21719.00
Ghiam.AGRI&Husb,20200111,20685.00,20685.00,20685.00,20685.00,11988777780,579588,154,D,20280.00,20685.00
Ghiam.AGRI&Husb,20200108,20280.00,20280.00,20280.00,20280.00,1713457200,84490,47,D,20693.00,20280.00
Ghiam.AGRI&Husb,20200107,20680.00,21197.00,20680.00,20693.00,27571464401,1332379,510,D,21768.00,20680.00
Ghiam.AGRI&Husb,20200105,21764.00,22200.00,21764.00,21768.00,34634595030,1591072,571,D,22909.00,21764.00
Ghiam.AGRI&Husb,20200104,22909.00,22909.00,22909.00,22909.00,11305110411,493479,122,D,24114.00,22909.00
Ghiam.AGRI&Husb,20200101,24998.00,24999.00,23657.00,24114.00,28143442898,1167087,1001,D,24052.00,23699.00
Ghiam.AGRI&Husb,20191231,23843.00,24500.00,23000.00,24052.00,40231596914,1672698,1117,D,23527.00,24480.00
Ghiam.AGRI&Husb,20191230,24200.00,24200.00,23000.00,23527.00,54178992991,2302828,2223,D,24041.00,23559.00
Ghiam.AGRI&Husb,20191229,24800.00,24800.00,23800.00,24041.00,39460510620,1641417,1098,D,24893.00,23961.00
Ghiam.AGRI&Husb,20191228,25500.00,25500.00,24500.00,24893.00,21799018044,875716,739,D,24523.00,24760.00
Ghiam.AGRI&Husb,20191225,24500.00,24999.00,23750.00,24523.00,27425186032,1118334,650,D,24339.00,24906.00
Ghiam.AGRI&Husb,20191224,23152.00,24600.00,23152.00,24339.00,16740196682,687783,918,D,24015.00,24390.00
Ghiam.AGRI&Husb,20191223,25000.00,25000.00,22952.00,24015.00,39378220814,1639749,881,D,24160.00,23959.00
Ghiam.AGRI&Husb,20191222,25000.00,25000.00,23925.00,24160.00,34811543111,1440846,1056,D,24987.00,24150.00
Ghiam.AGRI&Husb,20191221,24800.00,26449.00,24800.00,24987.00,28266525074,1131227,742,D,25486.00,24902.00
Ghiam.AGRI&Husb,20191218,26500.00,26500.00,25250.00,25486.00,43097432787,1691032,1052,D,26156.00,25499.00
Ghiam.AGRI&Husb,20191217,26450.00,26458.00,25690.00,26156.00,41257407776,1577363,1041,D,25199.00,26120.00
Ghiam.AGRI&Husb,20191216,24000.00,25690.00,23850.00,25199.00,30682427592,1217606,751,D,24467.00,25690.00
Ghiam.AGRI&Husb,20191215,25421.00,25421.00,23500.00,24467.00,52560710491,2148195,1192,D,24211.00,23990.00
Ghiam.AGRI&Husb,20191214,24000.00,24377.00,23500.00,24211.00,38981750210,1610084,854,D,23217.00,24377.00
Ghiam.AGRI&Husb,20191211,21450.00,23529.00,21450.00,23217.00,52311325833,2253190,945,D,22409.00,23529.00
Ghiam.AGRI&Husb,20191210,22199.00,22479.00,21917.00,22409.00,60643575529,2706224,955,D,21409.00,21920.00
Ghiam.AGRI&Husb,20191209,20900.00,21535.00,20500.00,21409.00,48817736336,2280266,1218,D,20510.00,21500.00
Ghiam.AGRI&Husb,20191208,20874.00,21067.00,19954.00,20510.00,40635351660,1981262,971,D,20373.00,20796.00
Ghiam.AGRI&Husb,20191207,21058.00,21600.00,19800.00,20373.00,46857098893,2299925,1367,D,20692.00,20530.00
Ghiam.AGRI&Husb,20191204,20594.00,20729.00,20165.00,20692.00,64205557516,3102843,1144,D,19742.00,20725.00
Ghiam.AGRI&Husb,20191203,18510.00,20199.00,18510.00,19742.00,31276375181,1584230,929,D,19243.00,20000.00
Ghiam.AGRI&Husb,20191202,20400.00,20500.00,19054.00,19243.00,69093292715,3590640,1520,D,20056.00,19054.00
Ghiam.AGRI&Husb,20191201,20550.00,20550.00,19600.00,20056.00,41430068081,2065766,1284,D,20625.00,19997.00
Ghiam.AGRI&Husb,20191130,21137.00,21150.00,20112.00,20625.00,37827740207,1834110,1417,D,21137.00,20250.00
Ghiam.AGRI&Husb,20191127,21290.00,21785.00,20460.00,21137.00,53742848230,2542651,1355,D,20748.00,20750.00
Ghiam.AGRI&Husb,20191126,20096.00,20920.00,19700.00,20748.00,66048215952,3183390,875,D,19924.00,20920.00
Ghiam.AGRI&Husb,20191125,20770.00,20770.00,19012.00,19924.00,86779538062,4355458,2468,D,19956.00,19930.00
Ghiam.AGRI&Husb,20191124,19966.00,19966.00,19681.00,19956.00,50530304327,2532068,494,D,19016.00,19966.00
Ghiam.AGRI&Husb,20191123,19000.00,19023.00,18602.00,19016.00,83349795025,4383053,1167,D,18118.00,19023.00
Ghiam.AGRI&Husb,20191120,17500.00,18190.00,17500.00,18118.00,44550758992,2458956,940,D,17324.00,18184.00
Ghiam.AGRI&Husb,20191119,17449.00,17451.00,16700.00,17324.00,7161556470,413387,246,D,16697.00,17451.00
Ghiam.AGRI&Husb,20191118,16377.00,17350.00,16377.00,16697.00,14212984506,851236,361,D,17238.00,17000.00
Ghiam.AGRI&Husb,20191117,17217.00,17999.00,17216.00,17238.00,14807396646,858991,327,D,18122.00,17216.00
Ghiam.AGRI&Husb,20191116,17733.00,18550.00,17733.00,18122.00,21642740022,1194311,503,D,17733.00,18000.00
Ghiam.AGRI&Husb,20191113,17800.00,18244.00,17151.00,17733.00,18165408798,1024402,531,D,17707.00,18100.00
Ghiam.AGRI&Husb,20191112,17210.00,17980.00,17150.00,17707.00,18116710023,1023145,538,D,17130.00,17899.00
Ghiam.AGRI&Husb,20191111,17150.00,17300.00,16754.00,17130.00,16394649733,957077,537,D,17216.00,17090.00
Ghiam.AGRI&Husb,20191110,18660.00,18660.00,16886.00,17216.00,31566366782,1833596,913,D,17774.00,16888.00
Ghiam.AGRI&Husb,20191109,17580.00,18270.00,17002.00,17774.00,25379844513,1427915,869,D,17401.00,17420.00
Ghiam.AGRI&Husb,20191105,16100.00,17579.00,16100.00,17401.00,37093768304,2131697,880,D,16742.00,17579.00
Ghiam.AGRI&Husb,20191104,17150.00,17150.00,16050.00,16742.00,13305422242,794725,634,D,16428.00,16669.00
Ghiam.AGRI&Husb,20191103,16000.00,16546.00,15600.00,16428.00,18140118015,1104199,443,D,15759.00,16546.00
Ghiam.AGRI&Husb,20191102,16455.00,16455.00,15000.00,15759.00,17661451901,1120715,856,D,15672.00,16000.00
Ghiam.AGRI&Husb,20191030,15671.00,15672.00,15668.00,15672.00,10079942391,643194,279,D,14926.00,15672.00
Ghiam.AGRI&Husb,20191028,14650.00,14937.00,14650.00,14926.00,11480145173,769125,282,D,14226.00,14937.00
Ghiam.AGRI&Husb,20191026,14950.00,14950.00,13661.00,14226.00,7174898547,504358,396,D,14245.00,14330.00
Ghiam.AGRI&Husb,20191023,14110.00,14558.00,13999.00,14245.00,7034412484,493801,433,D,14020.00,14350.00
Ghiam.AGRI&Husb,20191022,14081.00,14081.00,13161.00,14020.00,17479675760,1246783,417,D,13411.00,14080.00
Ghiam.AGRI&Husb,20191021,13371.00,13800.00,13371.00,13411.00,13111137122,977635,439,D,14074.00,13498.00
Ghiam.AGRI&Husb,20191020,14050.00,14994.00,14050.00,14074.00,3295967680,234195,147,D,14789.00,14050.00
Ghiam.AGRI&Husb,20191016,14738.00,15334.00,14738.00,14789.00,17315015580,1170782,493,D,15513.00,14738.00
Ghiam.AGRI&Husb,20191015,16001.00,16200.00,15336.00,15513.00,11829746652,762585,250,D,16143.00,15336.00
Ghiam.AGRI&Husb,20191014,16290.00,16799.00,16100.00,16143.00,14280628059,884627,486,D,16947.00,16100.00
Ghiam.AGRI&Husb,20191013,16505.00,17500.00,16505.00,16947.00,11353111791,669918,550,D,16875.00,16700.00
Ghiam.AGRI&Husb,20191012,16445.00,17115.00,16445.00,16875.00,22487627754,1332569,596,D,16300.00,16700.00
Ghiam.AGRI&Husb,20191009,16298.00,16448.00,16298.00,16300.00,35610679192,2184665,733,D,17155.00,16445.00
Ghiam.AGRI&Husb,20191008,17151.00,17932.00,17115.00,17155.00,23111760038,1347208,499,D,18015.00,17115.00
Ghiam.AGRI&Husb,20191007,18050.00,18502.00,17588.00,18015.00,15253912750,846744,586,D,18321.00,17703.00
Ghiam.AGRI&Husb,20191006,19300.00,19300.00,18191.00,18321.00,17466199433,953359,596,D,19148.00,18375.00
Ghiam.AGRI&Husb,20191005,19200.00,19401.00,18666.00,19148.00,35151583509,1835803,968,D,18478.00,18896.00
Ghiam.AGRI&Husb,20191002,17013.00,18666.00,17013.00,18478.00,47977767571,2596540,1210,D,17778.00,18666.00
Ghiam.AGRI&Husb,20191001,18504.00,18540.00,17240.00,17778.00,23756566273,1336327,984,D,18147.00,17243.00
Ghiam.AGRI&Husb,20190930,18393.00,18752.00,17621.00,18147.00,41224273369,2271720,1100,D,18398.00,18399.00
Ghiam.AGRI&Husb,20190929,19499.00,19499.00,18273.00,18398.00,35930144992,1952919,1325,D,19234.00,18273.00
Ghiam.AGRI&Husb,20190928,19590.00,19590.00,18763.00,19234.00,39867353850,2072761,1248,D,18717.00,19000.00
Ghiam.AGRI&Husb,20190925,18699.00,18761.00,18108.00,18717.00,45277576088,2419105,1225,D,17868.00,18761.00
Ghiam.AGRI&Husb,20190924,17410.00,17936.00,17082.00,17868.00,55678476101,3116121,1336,D,17082.00,17918.00
Ghiam.AGRI&Husb,20190923,16600.00,17630.00,16600.00,17082.00,33866948351,1982629,1254,D,17259.00,16997.00
Ghiam.AGRI&Husb,20190922,18450.00,18450.00,17012.00,17259.00,50183317186,2907651,1921,D,17907.00,17020.00
Ghiam.AGRI&Husb,20190921,17641.00,18095.00,17631.00,17907.00,21898448393,1222908,833,D,17531.00,17920.00
Ghiam.AGRI&Husb,20190918,18095.00,18095.00,16400.00,17531.00,68315081572,3896838,1799,D,17234.00,17641.00
Ghiam.AGRI&Husb,20190917,17000.00,17384.00,16600.00,17234.00,39470268601,2290268,827,D,16557.00,17384.00
Ghiam.AGRI&Husb,20190916,15955.00,16686.00,15955.00,16557.00,69399155396,4191490,1510,D,15892.00,16686.00
Ghiam.AGRI&Husb,20190915,16385.00,16385.00,15500.00,15892.00,21077707164,1326336,847,D,15960.00,15801.00
Ghiam.AGRI&Husb,20190914,15780.00,16080.00,15511.00,15960.00,29196680671,1829388,1222,D,15319.00,16060.00
Ghiam.AGRI&Husb,20190911,15200.00,15580.00,14600.00,15319.00,26267999072,1714709,911,D,15230.00,15493.00
Ghiam.AGRI&Husb,20190908,15800.00,15800.00,15100.00,15230.00,25820732712,1695387,1380,D,15862.00,15180.00
Ghiam.AGRI&Husb,20190907,16130.00,16130.00,15605.00,15862.00,14441222382,910423,727,D,15527.00,15840.00
Ghiam.AGRI&Husb,20190904,15499.00,15700.00,15230.00,15527.00,11147437357,717925,671,D,14998.00,15670.00
Ghiam.AGRI&Husb,20190903,14820.00,15331.00,14480.00,14998.00,11431439525,762193,577,D,15037.00,15230.00
Ghiam.AGRI&Husb,20190902,15800.00,15989.00,14873.00,15037.00,22912614140,1523705,908,D,15655.00,14998.00
Ghiam.AGRI&Husb,20190901,15475.00,16290.00,15090.00,15655.00,21862117363,1396528,865,D,15816.00,15590.00
Ghiam.AGRI&Husb,20190831,15710.00,16249.00,15179.00,15816.00,14307810262,904620,724,D,15606.00,15445.00
Ghiam.AGRI&Husb,20190828,15720.00,16500.00,15179.00,15606.00,25537641546,1636407,1130,D,15977.00,15800.00
Ghiam.AGRI&Husb,20190827,16000.00,16499.00,15700.00,15977.00,23936550352,1498164,955,D,16458.00,15730.00
Ghiam.AGRI&Husb,20190826,15999.00,16635.00,15901.00,16458.00,18713999311,1137053,980,D,15843.00,16375.00
Ghiam.AGRI&Husb,20190825,16199.00,16293.00,15705.00,15843.00,53871318845,3400410,1772,D,16531.00,15900.00
Ghiam.AGRI&Husb,20190824,16794.00,16794.00,16152.00,16531.00,46866970570,2835033,1658,D,15995.00,16318.00
Ghiam.AGRI&Husb,20190821,15995.00,15995.00,15995.00,15995.00,15252144215,953557,426,D,15234.00,15995.00
Ghiam.AGRI&Husb,20190819,15229.00,15256.00,14799.00,15234.00,29650463242,1946324,772,D,14530.00,15256.00
Ghiam.AGRI&Husb,20190818,14190.00,14693.00,13800.00,14530.00,34867381172,2399620,1390,D,13994.00,14693.00
Ghiam.AGRI&Husb,20190817,13792.00,14091.00,13792.00,13994.00,15361427893,1097688,763,D,13805.00,13988.00
Ghiam.AGRI&Husb,20190814,13852.00,14120.00,13600.00,13805.00,22853817477,1655458,1304,D,14237.00,13792.00
Ghiam.AGRI&Husb,20190813,15090.00,15090.00,13797.00,14237.00,33857876986,2378216,1587,D,14522.00,14040.00
Ghiam.AGRI&Husb,20190811,14560.00,14561.00,13868.00,14522.00,42132921055,2901244,1601,D,13868.00,14561.00
Ghiam.AGRI&Husb,20190810,13970.00,13995.00,13645.00,13868.00,24692162848,1780576,1323,D,13329.00,13995.00
Ghiam.AGRI&Husb,20190807,13490.00,13490.00,13190.00,13329.00,24164755197,1812942,1128,D,12885.00,13456.00
Ghiam.AGRI&Husb,20190806,12500.00,13128.00,12350.00,12885.00,31436065926,2439729,1153,D,12503.00,13128.00
Ghiam.AGRI&Husb,20190805,12698.00,12698.00,12451.00,12503.00,17024708156,1361626,714,D,12462.00,12480.00
Ghiam.AGRI&Husb,20190804,12703.00,12703.00,12252.00,12462.00,22053324049,1769709,1063,D,12099.00,12450.00
Ghiam.AGRI&Husb,20190803,11511.00,12129.00,11511.00,12099.00,18737489373,1548657,653,D,11552.00,12129.00
Ghiam.AGRI&Husb,20190731,11780.00,11933.00,11300.00,11552.00,11884848331,1028844,600,D,11617.00,11820.00
Ghiam.AGRI&Husb,20190730,11519.00,11870.00,11344.00,11617.00,4664043453,401472,343,D,11941.00,11650.00
Ghiam.AGRI&Husb,20190729,12388.00,12388.00,11751.00,11941.00,3556869490,297858,317,D,12258.00,11870.00
Ghiam.AGRI&Husb,20190728,12242.00,12468.00,12103.00,12258.00,6956185274,567473,442,D,11925.00,12132.00
Ghiam.AGRI&Husb,20190727,11990.00,12054.00,11250.00,11925.00,12246911458,1026996,404,D,11480.00,12054.00
Ghiam.AGRI&Husb,20190724,11350.00,11910.00,11350.00,11480.00,3141887236,273686,261,D,11643.00,11480.00
Ghiam.AGRI&Husb,20190723,12076.00,12076.00,11500.00,11643.00,4345521105,373216,237,D,11923.00,11600.00
Ghiam.AGRI&Husb,20190722,11970.00,12110.00,11651.00,11923.00,5865481532,491945,445,D,11562.00,11750.00
Ghiam.AGRI&Husb,20190721,11840.00,11840.00,11401.00,11562.00,3935830503,340405,297,D,11421.00,11526.00
Ghiam.AGRI&Husb,20190720,11364.00,11741.00,11300.00,11421.00,7736777006,677431,479,D,11767.00,11302.00
Ghiam.AGRI&Husb,20190717,11289.00,12200.00,11282.00,11767.00,6541029099,555892,402,D,11875.00,11722.00
Ghiam.AGRI&Husb,20190716,12550.00,12550.00,11861.00,11875.00,10119859563,852180,461,D,12485.00,11861.00
Ghiam.AGRI&Husb,20190715,12880.00,12880.00,12300.00,12485.00,5942738410,475983,446,D,12610.00,12300.00
Ghiam.AGRI&Husb,20190714,12661.00,12669.00,12488.00,12610.00,7548071405,598585,517,D,12420.00,12593.00
Ghiam.AGRI&Husb,20190713,12499.00,12641.00,12022.00,12420.00,15400392282,1239992,837,D,12059.00,12560.00
Ghiam.AGRI&Husb,20190710,11900.00,12422.00,11540.00,12059.00,22227539689,1843193,1064,D,11889.00,12230.00
Ghiam.AGRI&Husb,20190709,12280.00,12280.00,11772.00,11889.00,7954038042,669042,450,D,11846.00,11977.00
Ghiam.AGRI&Husb,20190708,11790.00,12170.00,11500.00,11846.00,13581802183,1146502,661,D,11771.00,12169.00
Ghiam.AGRI&Husb,20190707,10677.00,11773.00,10677.00,11771.00,9024861374,766729,390,D,11213.00,11773.00
Ghiam.AGRI&Husb,20190701,12480.00,12480.00,11950.00,12063.00,9422473797,781083,669,D,12249.00,12100.00
Ghiam.AGRI&Husb,20190630,12890.00,12890.00,12100.00,12249.00,9350489406,763372,622,D,12450.00,12150.00
Ghiam.AGRI&Husb,20190626,12990.00,12990.00,12410.00,12450.00,20245381203,1626113,1069,D,13063.00,12660.00
Ghiam.AGRI&Husb,20190625,13250.00,13800.00,12950.00,13063.00,6347164133,485871,265,D,13249.00,13000.00
Ghiam.AGRI&Husb,20190624,13780.00,13780.00,13162.00,13249.00,14026891148,1058742,588,D,13272.00,13162.00
Ghiam.AGRI&Husb,20190623,13206.00,13866.00,12700.00,13272.00,7245951152,545973,373,D,12578.00,13338.00
Ghiam.AGRI&Husb,20190619,12910.00,13175.00,12525.00,12578.00,13526814693,1075392,650,D,13184.00,12530.00
Ghiam.AGRI&Husb,20190618,13002.00,13790.00,12520.00,13184.00,9132551926,692693,490,D,13176.00,13000.00
Ghiam.AGRI&Husb,20190617,13651.00,13651.00,13000.00,13176.00,5537349654,420254,409,D,13578.00,13201.00
Ghiam.AGRI&Husb,20190615,12998.00,13900.00,12902.00,13578.00,19718939139,1452222,727,D,13314.00,13820.00
Ghiam.AGRI&Husb,20190612,13964.00,13964.00,13063.00,13314.00,23218862527,1744007,1039,D,13750.00,13253.00
Ghiam.AGRI&Husb,20190611,14129.00,14130.00,13200.00,13750.00,18946312346,1377883,706,D,13671.00,13600.00
Ghiam.AGRI&Husb,20190610,13200.00,13750.00,13200.00,13671.00,31973913931,2338860,1022,D,13096.00,13750.00
Ghiam.AGRI&Husb,20190609,13390.00,13390.00,12950.00,13096.00,23217240228,1772883,1174,D,13174.00,13022.00
Ghiam.AGRI&Husb,20190608,13157.00,13551.00,12900.00,13174.00,15305955502,1161794,654,D,13157.00,13100.00
